row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,26_Sample_RYTA006_1.mzML Peak height,19_Sample_RYMG001_2.mzML Peak height,38_Sample_ER001_2.mzML Peak height,43_Sample_ER001_3.mzML Peak height,30_Sample_RGB004_3.mzML Peak height,33_Sample_ATA001_1.mzML Peak height,31_Sample_FIED001_3.mzML Peak height,32_Sample_ATA001_3.mzML Peak height,22_Sample_ATA001_2.mzML Peak height,40_Sample_RYMG001_1.mzML Peak height,27_Sample_RIG005_3.mzML Peak height,28_Qc3_3.mzML Peak height,37_Sample_RIG005_1.mzML Peak height,4_Blanco.mzML Peak height,20_Sample_ER001_1.mzML Peak height,34_Qc1_2.mzML Peak height,42_Sample_RIG005_2.mzML Peak height,25_Sample_RYTA006_3.mzML Peak height,29_Sample_RGB004_1.mzML Peak height,35_Sample_RGY001_2.mzML Peak height,23_RIG003_2.mzML Peak height,16_Sample_RYMG001_3.mzML Peak height,11_Sample_FIED001_2.mzML Peak height,15_QC1_4.mzML Peak height,36_Sample_RGB004_2.mzML Peak height,18_Sample_FIED001_1.mzML Peak height,44_Qc2_5.mzML Peak height,21_Qc2_2.mzML Peak height,14_Sample_RYTA006_2.mzML Peak height,12_Sample_RGY001_3.mzML Peak height,45_Qc3_2.mzML Peak height,13_Sample_RIG003_3.mzML Peak height,8_Qc2_3.mzML Peak height,7_Qc1_5.mzML Peak height,17_Sample_RGY001_1.mzML Peak height,10_RIG003_1.mzML Peak height,41_Qc2_4.mzML Peak height,
106,39.97754716760494,4.088,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1193.0,0,0,0,0,0,0,1183.0,0,0,0,0,0,0,0,1161.0,0,0,0,0,0,1071.0,0,1122.0,0,
107,74.06148134757417,4.0899997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.0,0,0,0,0,0,0,0,0,0,0,0,0,
108,75.02441202939936,4.0950003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038.0,0,
109,71.0,4.1,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,73.02030055446112,4.1,,,,,,,,,,,236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.0,0,1081.0,0,0,0,0,477.0,0,0,266.0,0,0,0,300.0,0,0,872.0,0,0,
111,77.0,4.105,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,55.00599710182012,4.106111,,,,,,,,,,,0,0,0,142.0,0,0,0,0,0,0,0,241.0,0,0,0,247.0,0,0,0,0,0,0,0,159.0,0,0,0,249.0,0,0,0,0,367.0,0,361.0,3595.0,313.0,
113,39.03194431747488,4.11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631.0,0,0,0,0,0,0,0,0,0,0,0,0,
114,45.00504789355063,4.11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102292.0,0,
115,51.0651985957166,4.11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,0,
116,90.06988023307659,4.11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978.0,0,
117,41.01357086147032,4.125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1810.0,1924.0,
118,60.016716490952675,4.1330767,,,,,,,,,,,0,0,0,0,946.0,0,957.0,710.0,0,0,849.0,0,0,0,0,0,0,848.0,0,4978.0,673.0,0,870.0,1092.0,0,0,0,0,0,4303.0,0,1047.0,0,1064.0,3145.0,0,0,
119,39.967240278807616,4.1525,,,,,,,,,,,0,0,0,0,1200.0,0,1173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
120,73.00853116441384,4.1679416,,,,,,,,,,,0,0,180.0,0,311.0,209.0,271.0,196.0,0,0,230.0,330.0,313.0,0,161.0,477.0,0,0,337.0,0,162.0,0,234.0,0,0,308.0,242.0,0,0,957.0,416.0,0,0,0,0,0,0,
121,60.0086805949053,4.18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.0,0,0,0,0,0,0,0,0,0,0,0,
122,47.04852043458649,4.2000003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1358.0,0,0,0,0,0,0,0,0,0,30094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9228.0,0,
123,55.01243335701698,4.2,,,,,,,,,,,0,0,162.0,0,0,0,0,0,0,0,0,0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.0,0,0,0,0,0,4092.0,0,
124,57.05399369771134,4.2000003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2227.0,0,0,0,0,0,0,0,0,0,46436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15217.0,0,
125,45.00974939090714,4.205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119697.0,0,
126,53.044466793096746,4.205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.0,0,
127,50.03999420569436,4.21,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,72.05698771059048,4.213333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5203.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.0,1695.0,0,
129,39.0243335498606,4.2149997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663.0,0,0,0,0,
130,95.04398354976135,4.2149997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.0,0,0,0,0,0,0,0,
131,101.06937447605834,4.2149997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,75.05184988445492,4.2174997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541.0,0,0,
133,39.969725702254834,4.225,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260.0,0,0,0,0,0,0,0,0,0,0,1167.0,0,0,0,0,0,1199.0,0,
134,43.0,4.2275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14535.0,0,
135,77.0,4.23,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,
136,90.08278817609764,4.2349997,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3714.0,0,0,739.0,0,498.0,0,0,0,0,0,0,705.0,0,0,630.0,0,0,
137,67.0,4.24,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,
138,53.047581971146684,4.26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
139,55.05516083908807,4.26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
140,74.02711838115181,4.2599998,,,,,,,,,,,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,751.0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,0,1361.0,0,0,0,1051.0,
141,72.05299552799195,4.26,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
142,47.04685214432308,4.2625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762.0,0,0,0,0,0,0,0,0,0,0,2206.0,0,0,0,
143,96.05583340484156,4.26625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,448.0,0,0,0,1040.0,0,0,476.0,652.0,480.0,0,0,969.0,0,0,1138.0,582.0,0,679.0,586.0,518.0,329.0,663.0,814.0,383.0,795.0,
144,95.0553613900821,4.2735715,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,350.0,0,0,0,879.0,0,0,0,0,532.0,0,0,0,0,0,0,478.0,0,0,589.0,0,0,0,556.0,457.0,0,
145,77.06283304851594,4.275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,151.0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,0,0,0,
146,67.00384897813808,4.2835717,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0,0,0,0,162.0,0,0,0,183.0,0,0,196.0,0,0,178.0,161.0,0,0,151.0,0,0,0,
147,51.029765070518444,4.290833,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0,0,0,0,0,186.0,0,0,0,142.0,0,526.0,0,0,0,0,174.0,0,422.0,
148,73.03215673179824,4.295,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,0,0,
149,39.0325625347679,4.300714,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310.0,0,0,0,2464.0,0,0,2457.0,0,0,3341.0,2927.0,0,4390.0,0,0,0,3881.0,
150,60.015800834073964,4.3033333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1542.0,0,0,0,0,14962.0,0,0,0,0,0,0,0,14606.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,87.06533112511843,4.30375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2526.0,0,0,0,2805.0,0,0,0,0,0,0,0,2509.0,0,0,2938.0,2238.0,0,0,2953.0,0,2681.0,2268.0,0,0,0,
152,47.046656331682705,4.3054547,,,,,,,,,,,3662.0,0,0,0,0,0,6615.0,0,0,1738.0,0,0,0,0,0,0,1090.0,12235.0,0,0,3245.0,0,0,3145.0,4365.0,0,0,0,0,22433.0,0,5620.0,0,0,5653.0,0,0,
153,85.05229009592473,4.3057146,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,228.0,0,0,0,193.0,0,0,0,0,0,0,0,207.0,0,0,234.0,0,0,0,220.0,0,0,214.0,0,0,222.0,
154,39.96633123978524,4.31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,50.038020514771304,4.31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,56.04999923706055,4.31,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.0,0,0,0,0,0,0,0,0,0,0,
157,57.058378001923124,4.31,,,,,,,,,,,6016.0,0,0,0,924.0,0,0,9102.0,0,2767.0,0,0,3094.0,0,0,14811.0,1892.0,19692.0,0,0,0,0,9249.0,5298.0,10321.0,0,0,0,6708.0,35023.0,15388.0,8902.0,28245.0,5681.0,8481.0,0,0,
158,69.02343107741764,4.312,,,,,,,,,,,0,0,0,0,0,0,0,234.0,0,0,153.0,751.0,0,0,0,0,0,0,0,0,0,0,0,714.0,0,0,794.0,641.0,0,0,748.0,0,798.0,657.0,0,0,840.0,
159,45.03707486294797,4.3161106,,,,,,,,,,,47474.0,0,0,3089.0,0,0,0,0,0,22269.0,0,0,0,0,0,0,14427.0,153837.0,0,364476.0,0,0,0,41727.0,62428.0,0,0,0,0,0,0,0,0,0,72766.0,0,0,
160,55.0495250564416,4.316364,,,,,,,,,,,1764.0,0,0,169.0,0,0,0,0,0,827.0,0,0,0,0,140.0,0,639.0,5401.0,0,12479.0,0,0,0,1717.0,3679.0,0,0,0,0,0,0,2498.0,0,0,2429.0,0,0,
161,75.05096828175438,4.32,,,,,,,,,,,1644.0,0,0,0,0,0,3355.0,2282.0,2142.0,770.0,0,0,790.0,0,0,6005.0,512.0,5105.0,0,11965.0,1996.0,0,2858.0,1299.0,0,2574.0,1016.0,0,1683.0,10795.0,0,2405.0,0,1477.0,0,0,0,
162,83.05637157379124,4.325,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,140.0,0,0,0,
163,101.0999984741211,4.325,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,41.021325435972294,4.3322225,,,,,,,,,,,0,0,0,0,0,0,0,1620.0,0,0,0,4597.0,0,0,0,5703.0,0,0,0,4928.0,0,0,0,4207.0,0,0,4959.0,4856.0,0,4334.0,0,0,0,3754.0,0,0,0,
165,90.08957646776761,4.334,,,,,,,,,,,0,0,0,0,0,0,772.0,702.0,577.0,0,0,0,0,0,0,1489.0,0,1297.0,0,0,511.0,0,0,0,0,0,0,0,490.0,2876.0,1351.0,598.0,0,0,0,0,0,
166,53.045011290310875,4.3365383,,,,,,,,,,,0,0,0,0,0,0,0,342.0,249.0,0,0,506.0,0,0,0,900.0,0,574.0,0,1428.0,274.0,0,0,358.0,0,0,0,0,0,1065.0,744.0,319.0,0,311.0,342.0,0,0,
167,39.970693941612254,4.3374996,,,,,,,,,,,0,0,0,0,0,1221.0,0,0,0,0,0,0,0,0,0,0,0,1159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,43.01026299480262,4.3397374,,,,,,,,,,,5742.0,0,0,0,0,0,11524.0,8834.0,7532.0,3119.0,0,0,0,0,0,0,2533.0,17503.0,0,42126.0,7079.0,1662.0,8767.0,9521.0,0,0,8393.0,0,6196.0,30977.0,20780.0,8575.0,0,9273.0,8988.0,0,0,
169,72.05488016948696,4.3403573,,,,,,,,,,,673.0,0,0,0,0,0,1171.0,1011.0,836.0,0,0,0,0,0,0,2572.0,0,2169.0,0,0,835.0,0,936.0,581.0,0,0,0,0,654.0,3991.0,2178.0,1116.0,0,591.0,0,0,0,
170,74.04355917855912,4.3440003,,,,,,,,,,,0,0,0,0,414.0,0,0,0,0,0,0,1148.0,0,0,0,0,0,0,511.0,0,0,0,0,0,0,0,244.0,2124.0,0,0,0,0,0,0,0,0,0,
171,60.00782748239884,4.3475003,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17887.0,0,0,4380.0,0,0,0,13524.0,2041.0,0,0,
172,51.06401700601053,4.34875,,,,,,,,,,,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,0,358.0,0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,159.0,0,0,0,0,0,
173,103.0999984741211,4.36,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,39.02996729429828,4.3678575,,,,,,,,,,,0,0,0,0,0,2290.0,1682.0,0,0,0,0,2370.0,1479.0,0,0,3427.0,0,0,0,0,0,0,0,0,0,0,0,2901.0,0,0,0,0,0,2131.0,0,0,0,
175,75.05258628396675,4.37,,,,,,,,,,,0,0,0,0,0,6233.0,2767.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8779.0,5153.0,0,0,0,0,0,9545.0,
176,87.0624393493168,4.3700004,,,,,,,,,,,0,0,0,0,0,636.0,0,0,0,0,0,0,0,0,0,0,529.0,0,0,0,0,0,0,0,0,0,0,0,0,687.0,0,0,0,0,310.0,0,0,
177,41.03090240523696,4.3725004,,,,,,,,,,,0,0,0,0,0,3239.0,2862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,50.01916121032974,4.3725004,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.0,0,0,0,0,0,0,535.0,
179,53.05668528800622,4.375,,,,,,,,,,,0,0,0,0,0,796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215.0,
180,69.00000000000001,4.375,,,,,,,,,,,0,0,0,0,0,311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,90.0888919387161,4.3762503,,,,,,,,,,,0,0,0,0,0,1542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698.0,0,0,0,2230.0,0,0,0,0,0,0,2446.0,
182,72.06500699145751,4.3783336,,,,,,,,,,,0,0,0,0,0,2738.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099.0,0,0,0,0,0,0,0,0,0,0,3830.0,
183,45.03092531946382,4.378864,,,,,,,,,,,0,12146.0,0,0,0,192977.0,84324.0,71141.0,63206.0,0,11241.0,122543.0,25481.0,0,3476.0,186434.0,0,0,25529.0,0,60423.0,9136.0,72244.0,0,0,74375.0,0,266295.0,50895.0,263182.0,155158.0,0,304758.0,46148.0,0,0,282429.0,
184,43.01004369918782,4.38,,,,,,,,,,,0,1654.0,0,0,0,22718.0,0,0,0,0,1892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9076.0,0,0,0,0,0,0,0,0,0,0,34178.0,
185,55.051595042504985,4.3807507,,,,,,,,,,,0,458.0,0,0,0,6714.0,3116.0,2570.0,2175.0,0,457.0,4567.0,1194.0,0,0,6695.0,0,0,0,0,2344.0,319.0,0,0,0,2578.0,2121.0,9073.0,1774.0,8838.0,5755.0,0,10752.0,1977.0,0,0,10097.0,
186,47.04426524855362,4.382895,,,,,,,,,,,0,913.0,0,0,0,14934.0,0,5640.0,5020.0,0,799.0,9514.0,1801.0,0,0,14287.0,0,0,1238.0,0,4718.0,708.0,0,0,0,5907.0,3629.0,20650.0,4037.0,0,12169.0,0,23557.0,3393.0,0,0,21847.0,
187,57.05655180021932,4.39,,,,,,,,,,,0,1575.0,0,0,0,24250.0,10961.0,0,8171.0,0,1638.0,17012.0,3892.0,0,470.0,24445.0,0,0,3396.0,0,7438.0,1226.0,0,2230.0,0,9277.0,7350.0,34285.0,0,0,21029.0,0,39162.0,0,0,0,36805.0,
188,51.04661822204984,4.3925,,,,,,,,,,,0,0,0,0,0,318.0,0,0,0,0,0,265.0,142.0,0,0,358.0,0,0,0,0,0,0,0,0,0,0,151.0,0,0,0,308.0,0,493.0,177.0,0,0,0,
189,39.97839751253974,4.4,,,,,,,,,,,0,0,0,0,0,0,0,1195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,71.0,4.4,,,,,,,,,,,0,0,0,0,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,
191,96.0,4.415,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0,0,0,
192,53.04384344026494,4.42875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.0,1034.0,0,0,0,0,1337.0,0,0,0,0,
193,90.09130725802794,4.42875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1087.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.0,2126.0,0,0,0,0,2607.0,0,0,0,0,
194,43.004792253341925,4.43,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14761.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31206.0,0,0,0,0,37690.0,0,0,0,0,
195,72.05149026069152,4.43,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1755.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744.0,0,0,0,0,4266.0,0,0,0,0,
196,75.0542903969819,4.43,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8923.0,0,0,0,0,10160.0,0,0,0,0,
197,56.087330712112546,4.44,,,,,,,,,,,0,0,0,0,2679.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,74.03337873548857,4.4469995,,,,,,,,,,,0,154.0,0,0,0,635.0,0,0,0,0,392.0,2467.0,0,0,0,2554.0,518.0,0,0,0,182.0,0,0,2969.0,0,0,3478.0,0,0,508.0,2535.0,162.0,0,2602.0,0,266.0,2678.0,
199,39.03981078741827,4.45,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.0,0,0,0,0,0,0,0,0,0,
200,41.02912201533762,4.45,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290.0,0,0,0,0,0,0,0,0,0,
201,77.03216875247774,4.4625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,0,0,0,143.0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,
202,39.98296051173099,4.46625,,,,,,,,,,,0,0,1278.0,0,0,1154.0,0,0,0,1228.0,0,0,0,0,0,0,0,0,0,1190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,45.04258998969422,4.4875,,,,,,,,,,,0,0,10381.0,0,0,0,0,0,0,0,0,0,0,13441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,47.03047889073523,4.49,,,,,,,,,,,0,0,790.0,0,0,0,0,0,0,0,0,0,0,1081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,55.027358962537086,4.49,,,,,,,,,,,0,0,480.0,0,0,0,0,0,0,0,0,0,0,503.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,57.058444147293585,4.49,,,,,,,,,,,0,0,1567.0,0,0,0,0,0,0,0,0,0,0,1708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,71.0,4.49,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.0,0,0,146.0,0,0,0,0,0,0,0,0,0,
208,75.01276957097222,4.51,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
209,39.95000076293945,4.52,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
210,77.02913583180725,4.52,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,96.0999984741211,4.52125,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,180.0,
212,74.01721694608385,4.5237503,,,,,,,,,,,0,0,0,0,0,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,1478.0,0,0,212.0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,
213,43.034123183623464,4.525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,0,0,0,0,0,0,0,0,0,0,41114.0,0,0,0,0,0,0,0,0,0,0,0,0,
214,83.08156706480142,4.54,,,,,,,,,,,0,0,0,0,638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.0,0,0,0,0,0,0,0,0,0,0,0,0,
215,95.08294348494665,4.54,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,166.0,145.0,0,0,0,0,0,214.0,
216,69.04051572631028,4.55,,,,,,,,,,,0,0,0,0,5476.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5642.0,0,0,0,0,0,0,0,0,0,0,0,0,
217,85.08435969807289,4.554,,,,,,,,,,,0,0,0,0,1793.0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,1934.0,210.0,0,0,0,0,1836.0,0,0,0,0,0,0,0,0,0,0,0,0,
218,55.0,4.558333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,0,0,
219,96.0999984741211,4.56,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,
220,101.09181034150427,4.5625,,,,,,,,,,,0,0,0,0,425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
221,51.0237494532136,4.565,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222,45.0,4.5675,,,,,,,,,,,0,0,0,0,21425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
223,39.04062837572444,4.575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16712.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
